POSICAO;SCORE;ACAO;COD_PRODUTO;PRODUTO;MARCA;GRUPO;CUSTO;PRECO_PRA_COMPETIR;SOBRA_RS;SOBRA_PCT;VISITAS_JANELA;VISITAS_DIA;TENDENCIA;CONCORRENTES;LOJAS_OFICIAIS;ANUNCIOS_MEDIDOS;PRECO_NA_ANALISE;SOBRA_PCT_NA_ANALISE;TIER;VERIFICACAO;POR_QUE;URL_CATALOGO;URL_CONCORRENTE
523;49;NAO AGORA;146290;LAPIS DE COR CARBON 24 CORES REDONDO - LEONORA;LEONORA;MATERIAIS;17,58;31,90;2,32;7,3;1871;31,18;caindo;31;4;3;30,01;8,3;apertado;CONFIRMADA;margem abaixo de 12% · tem loja oficial vendendo · 31 concorrentes;https://www.mercadolivre.com.br/p/MLB34113121;https://produto.mercadolivre.com.br/MLB-5205646548
524;48;SEGUNDA RODADA;141519;PLAY-DOH DINO CREW REX O COMILAO - HASBRO;HASBRO;BRINQUEDOS;90,02;229,99;66,06;28,7;98;1,63;subindo;3;1;3;215,00;25,7;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB27727723;https://produto.mercadolivre.com.br/MLB-6946712812
525;48;SO COM CUIDADO;6589;FICHARIO DE MESA 5X8 913 - ACRIMET;ACRIMET;ESCRITÓRIO E INFORMÁTICA;36,97;117,00;34,76;29,7;29;0,48;subindo;4;0;3;117,00;31,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB25355458;https://produto.mercadolivre.com.br/MLB-4577590722
526;48;SO COM CUIDADO;65206;LAPISEIRA 0.3 MARS MICRO - STAEDTLER;STAEDTLER;MATERIAIS;9,58;49,90;25,11;50,3;12;0,20;trafego fraco;6;0;3;49,90;56,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB24289665;https://produto.mercadolivre.com.br/MLB-4222443231
527;48;SEGUNDA RODADA;160567;CENTRO DE MESA PETIT DELI DIAMOND COM PE CRISTAL - LYOR;LYOR;UTILIDADES DOMÉSTICAS;15,45;49,99;19,64;39,3;34;0,57;subindo;3;1;3;49,99;44,6;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB63052144;https://produto.mercadolivre.com.br/MLB-6507045812
528;48;ANUNCIAR JA;120826;SOMBRINHA METAL COLORI VERDE - FAZZOLETTI;FAZZOLETTI;BAZAR;29,90;51,99;9,52;18,3;182;3,03;caindo;4;0;3;58,99;26,8;competir;CONFIRMADA;concorrente baixou 12%;https://www.mercadolivre.com.br/p/MLB28027872;https://produto.mercadolivre.com.br/MLB-4797121715
529;48;SEGUNDA RODADA;125854;JOGO DE 6 XICARAS PLAIN COFFEE TIME EM VIDRO 80ML - FULL FIT;FULL FIT;BAZAR;4,93;29,96;14,69;49,0;45;0,75;caindo;4;1;3;29,96;50,3;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB42194565;https://produto.mercadolivre.com.br/MLB-6922678562
530;48;SEGUNDA RODADA;154109;GARRAFA 1,6L VIDRO BOROSSILICATO COM TAMPA BAMBU - WOLFF;WOLFF;BAZAR;23,59;50,88;13,44;26,4;156;2,60;estavel;5;3;3;50,88;29,4;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB33395699;https://produto.mercadolivre.com.br/MLB-3715856875
531;48;SEGUNDA RODADA;149225;CILADA NUMEROS - ESTRELA;ESTRELA;BRINQUEDOS;20,48;44,89;10,34;23,0;370;6,17;estavel;27;3;3;45,80;29,6;competir;CONFIRMADA;tem loja oficial vendendo · 27 concorrentes;https://www.mercadolivre.com.br/p/MLB34103610;https://produto.mercadolivre.com.br/MLB-6995218980
532;48;ANUNCIAR JA;140675;SOMBRINHA METAL COLORI ROSA - FAZZOLETTI;FAZZOLETTI;BAZAR;29,90;55,00;10,56;19,2;216;3,60;caindo;6;0;2;55,00;22,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB28025690;https://produto.mercadolivre.com.br/MLB-4576804921
533;48;SEGUNDA RODADA;153610;FRONHA 50x70cm/3 ABAS 4cm TOQUE ACETINADO SLIM LOTUS - ALTENBURG;ALTENBURG;CAMA MESA E BANHO;14,68;36,50;10,95;30,0;99;1,65;subindo;4;1;2;36,50;30,5;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB28817081;https://produto.mercadolivre.com.br/MLB-5578006368
534;48;SEGUNDA RODADA;125482;CESTA ORGANIZADORA M BRANCO - MARTIPLAST;OU;MATERIAIS;8,69;29,52;9,84;33,4;51;0,85;subindo;3;1;3;29,52;37,0;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB27492651;https://produto.mercadolivre.com.br/MLB-5770356078
535;48;ANUNCIAR JA;116530;TINTA ACRILICA TECIDO 250ml FOSCA AZUL CELESTE 503 - ACRILEX;ACRILEX;MATERIAIS;16,70;38,49;10,67;27,7;76;1,27;subindo;7;0;3;38,49;28,2;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB28397339;https://produto.mercadolivre.com.br/MLB-4918447395
536;48;SO COM CUIDADO;4743;COLCHETE NO 15 CAIXA - BACCHI;BACCHI;ESCRITÓRIO E INFORMÁTICA;7,49;26,00;7,66;29,5;18;0,30;subindo;3;0;3;26,00;34,7;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB27797138;https://produto.mercadolivre.com.br/MLB-7086891224
537;48;SEGUNDA RODADA;139213;FRONHA 40x130cm BODY PILLOW TOQUE ACETINADO ROSA LUNAR - ALTENBURG;ALTENBURG;CAMA MESA E BANHO;15,49;33,94;8,05;23,7;182;3,03;subindo;3;2;3;34,99;25,7;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB26719648;https://produto.mercadolivre.com.br/MLB-3432963911
538;48;ANUNCIAR JA;125967;LIXEIRA RATTAN C/ PEDAL 6 LTS BRANCO - PLASNORTHON;PLASNORTHON;UTILIDADES DOMÉSTICAS;9,37;27,99;7,45;26,6;109;1,82;caindo;8;0;3;27,99;31,8;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB19545114;https://produto.mercadolivre.com.br/MLB-3164482713
539;48;NAO AGORA;111019;DOCE COZINHA ALMOCINHO - CARDOSO;CARDOSO;BRINQUEDOS;8,52;26,90;8,78;32,6;1;0,02;trafego fraco;3;0;2;26,90;32,7;competir;CONFIRMADA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB29051576;https://produto.mercadolivre.com.br/MLB-6433782230
540;48;SEGUNDA RODADA;158310;MARCADOR CRIATIVO 1/3.0mm MULTIMARK SHAKE&PAINT PRATA 817 - FABER CASTEL;FABER-CASTELL;MATERIAIS;11,23;29,70;8,19;27,6;114;1,90;caindo;3;1;3;29,70;28,8;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB28818103;https://produto.mercadolivre.com.br/MLB-4562910420
541;48;NAO AGORA;147762;GARRAFA TERMICA 1L MAGIC PUMP PRETO 8700PRT - TERMOLAR;TERMOLAR;UTILIDADES DOMÉSTICAS;31,10;50,37;3,79;7,5;33683;561,38;subindo;66;13;3;50,96;14,7;competir;CONFIRMADA;margem abaixo de 12% · tem loja oficial vendendo · 66 concorrentes;https://www.mercadolivre.com.br/p/MLB11571344;https://produto.mercadolivre.com.br/MLB-4318916588
542;48;SEGUNDA RODADA;152498;GRAFITE 0.9mm B COM 36 MINAS AIN - PENTEL;PENTEL;MATERIAIS;5,83;20,49;5,75;28,0;42;0,70;subindo;4;0;3;20,49;28,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB47069332;https://produto.mercadolivre.com.br/MLB-4135184943
543;48;SEGUNDA RODADA;127512;GIZ DE CERA 12 CORES RETRATIL TWIST- ACRILEX;ACRILEX;MATERIAIS;13,02;28,50;4,62;16,2;729;12,15;subindo;31;5;3;28,50;20,0;competir;CONFIRMADA;tem loja oficial vendendo · 31 concorrentes;https://www.mercadolivre.com.br/p/MLB25571647;https://produto.mercadolivre.com.br/MLB-6581998178
544;48;SEGUNDA RODADA;124602;FITA ADESIVA 45x40m TRANSPARENTE CORTA FACIL - SCOTCH;SCOTCH;MATERIAIS;4,11;18,16;5,37;29,5;141;2,35;estavel;9;3;3;18,16;30,1;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB25925774;https://produto.mercadolivre.com.br/MLB-5830773350
545;48;SEGUNDA RODADA;23976;MARCA TEXTO 2-5mm BOSS VIOLETA 70/55 - STABILO;STABILO;MATERIAIS;6,09;19,90;4,27;21,5;299;4,98;caindo;6;5;3;19,90;25,2;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB23933332;https://produto.mercadolivre.com.br/MLB-6985004664
546;48;SO COM CUIDADO;49156;TINTA DIMENSIONAL BRILHANTE VIOLETA COBALTO - ACRILEX;ACRILEX;MATERIAIS;3,37;16,81;4,98;29,6;16;0,27;subindo;3;0;3;16,81;29,8;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB26618737;https://produto.mercadolivre.com.br/MLB-4104315821
547;48;ANUNCIAR JA;127645;CANETA PIGMENT 0.5MM PRETO - ARTOOLS;ARTOOLS;MATERIAIS;6,78;20,07;4,38;21,8;112;1,87;subindo;4;0;3;20,07;22,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB29267409;https://produto.mercadolivre.com.br/MLB-4563626707
548;48;SEGUNDA RODADA;48251;CANETA GEL 0.7mm SIGNO INK ROLLER BALL PRETA - UNIBALL;UNIBALL;MATERIAIS;4,73;18,74;4,78;25,5;258;4,30;subindo;15;4;3;17,49;24,3;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB23072616;https://produto.mercadolivre.com.br/MLB-3320010199
549;48;SO COM CUIDADO;111955;PLAY DOH TOWN AVENIDA PRINCIPAL B5868 - HASBRO;HASBRO;BRINQUEDOS;64,65;357,00;206,30;57,8;13;0,22;trafego fraco;1;1;1;357,00;57,8;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB52173862;https://produto.mercadolivre.com.br/MLB-5765590122
550;48;NAO AGORA;150865;COPO DENVER 450ml EMBORRACHADO ABSOLUTAMENTE - BRASFOOT;BRASFOOT;BAZAR;16,49;78,90;22,18;28,1;10;0,17;trafego fraco;2;0;2;78,90;59,4;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB23163069;https://produto.mercadolivre.com.br/MLB-5418096240
551;48;NAO AGORA;155910;JOGO DE CAMA 4PÇS CASAL 210x230cm TOQUE DE SEDA TRIANGULOS CINZA - JOLITEX;JOLITEX;CAMA MESA E BANHO;53,07;139,90;40,10;28,7;7;0,12;trafego fraco;2;0;2;139,90;29,1;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB35469463;https://produto.mercadolivre.com.br/MLB-6595743142
552;48;SEGUNDA RODADA;145146;JOGO DE CAMA 3PÇS SOLTEIRO 150x240cm TOQUE DE SEDA LISO CINZA - JOLITEX;JOLITEX;CAMA MESA E BANHO;49,99;130,00;34,78;26,8;119;1,98;estavel;2;2;2;130,00;27,0;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB36369676;https://produto.mercadolivre.com.br/MLB-5501403844
553;48;SO COM CUIDADO;138806;CADERNO COLEGIAL|TILIDISCO|80FLS SOHO - TILIBRA;TILIBRA;MATERIAIS;37,72;112,90;31,79;28,2;13;0,22;trafego fraco;2;0;2;112,90;28,5;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB23553153;https://produto.mercadolivre.com.br/MLB-4334216409
554;48;SO COM CUIDADO;116542;TINTA TECIDO FOSCA 250ML VINHO - ACRILEX;ACRILEX;MATERIAIS;8,08;46,86;26,89;57,4;16;0,27;subindo;1;1;1;46,86;57,4;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB32424089;https://produto.mercadolivre.com.br/MLB-6989142050
555;48;NAO AGORA;124027;TINTA ACRILICA 250ml VERMELHO FLUO 1013 - CORFIX;CORFIX;MATERIAIS;29,14;57,92;15,62;27,0;2;0,03;trafego fraco;1;0;1;57,92;27,0;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB23773969;https://produto.mercadolivre.com.br/MLB-4297084284
556;48;SEGUNDA RODADA;127315;JOGO AMERICANO PVC COLOR AVULSO AREIA - COPA&CIA;COPA&CIA;CAMA MESA E BANHO;4,84;25,52;11,19;43,9;32;0,53;caindo;3;2;3;28,90;49,3;conferir;DUVIDOSA;tem loja oficial vendendo · concorrente baixou 12%;https://www.mercadolivre.com.br/p/MLB24319651;https://produto.mercadolivre.com.br/MLB-4263777121
557;48;SO COM CUIDADO;137746;ABRIDOR FORMATO GARRAFA GREMIO - BRASFOOT;BRASFOOT;UTILIDADES DOMÉSTICAS;24,28;49,90;13,38;26,8;18;0,30;subindo;2;0;2;49,90;26,8;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB27600633;https://produto.mercadolivre.com.br/MLB-4447042763
558;48;SEGUNDA RODADA;155890;CAPA DE CADEIRA MALHA LISA CINZA - JOLITEX;JOLITEX;CAMA MESA E BANHO;23,00;48,40;13,16;27,2;35;0,58;subindo;3;0;3;48,40;27,5;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB64558235;https://produto.mercadolivre.com.br/MLB-6182770068
559;48;SO COM CUIDADO;160570;TINTA ACRILICA 250ml FOSCA AMARELO OCRE 564 - ACRILEX;ACRILEX;MATERIAIS;20,77;43,87;11,18;25,5;28;0,47;subindo;2;0;2;43,87;26,3;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB30420227;https://produto.mercadolivre.com.br/MLB-6666963868
560;48;NAO AGORA;123216;TAMPAS SILICONE UNIVERSAIS KIT c/6 - CLINK;CLINK;UTILIDADES DOMÉSTICAS;5,54;25,99;10,79;41,5;1;0,02;trafego fraco;5;0;2;25,99;42,2;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB27367908;https://produto.mercadolivre.com.br/MLB-6843910604
561;48;SEGUNDA RODADA;18931;CANETA ESF 0.7mm FINE EYE AZUL - UNIBALL;UNIBALL;MATERIAIS;6,08;23,48;8,18;34,8;38;0,63;subindo;4;2;3;23,48;34,9;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB58839694;https://produto.mercadolivre.com.br/MLB-6481313334
562;48;NAO AGORA;138699;MARCA TEXTO 4 CORES LUMI COLOR SOFT PASTEL - PILOT;PILOT;MATERIAIS;9,80;27,55;7,94;28,8;10;0,17;trafego fraco;2;0;2;27,55;29,3;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB27266416;https://produto.mercadolivre.com.br/MLB-4469080607
563;48;NAO AGORA;144128;COMPASSO ESCOLAR 106P - CIS;CIS;MATERIAIS;6,90;23,99;7,81;32,5;1;0,02;trafego fraco;3;0;3;23,99;32,6;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB26531564;https://produto.mercadolivre.com.br/MLB-4212106900
564;48;SO COM CUIDADO;114127;LAPISEIRA 0.9mm GRAPH TECNICA COM BORRACHA - CIS;CIS;MATERIAIS;3,18;18,90;7,05;37,3;13;0,22;trafego fraco;1;1;1;18,90;37,3;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB37944640;https://produto.mercadolivre.com.br/MLB-4266040525
565;48;NAO AGORA;45298;TINTA DIMENSIONAL 35ml METALICA 3D OURO VELHO - ACRILEX;ACRILEX;MATERIAIS;3,93;18,99;5,60;29,5;3;0,05;trafego fraco;2;0;2;18,99;33,6;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB23637450;https://produto.mercadolivre.com.br/MLB-4794068953
566;48;NAO AGORA;149426;SABONETEIRA SERENE CINZA CHUMBO - COZA;BRINOX;BAZAR;5,31;19,95;5,72;28,7;6;0,10;trafego fraco;2;0;1;19,95;29,3;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB29158108;https://produto.mercadolivre.com.br/MLB-7092572324
567;48;NAO AGORA;145473;MARCA TEXTO TEXTLINER 46 PASTEL VERDE - FABER CASTELL;FABER-CASTELL;MATERIAIS;5,36;19,99;5,58;27,9;10;0,17;trafego fraco;2;0;2;19,99;29,2;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB24105333;https://produto.mercadolivre.com.br/MLB-4497383195
568;48;NAO AGORA;99576;MASSA PARA BISCUIT 90g AMARELO OURO - ACRILEX;ACRILEX;MATERIAIS;3,67;18,00;5,66;31,4;5;0,08;trafego fraco;3;0;3;18,00;32,0;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB34206050;https://produto.mercadolivre.com.br/MLB-7030041740
569;48;NAO AGORA;93730;BALAO 7 ROXO AMETISTA C/50 - SAO ROQUE;SÃO ROQUE;BAZAR;5,15;18,99;5,16;27,2;0;0,00;trafego fraco;1;0;1;18,99;27,2;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB23547504;https://produto.mercadolivre.com.br/MLB-4083180425
570;48;SEGUNDA RODADA;149758;FELTRO ADESIVO 19mm/18PÇS MOVEIS PESADOS REDONDO - SCOTCH;3M;BAZAR;6,48;19,00;3,83;20,2;274;4,57;caindo;3;2;3;19,00;20,2;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB20557059;https://produto.mercadolivre.com.br/MLB-4086552557
571;48;ANUNCIAR JA;125012;LIMPADOR DE MICRO-ONDAS MAE-BRAVA PLASTICO 8CM 1UN - CLINK;CLINK;BAZAR;4,01;16,01;3,43;21,4;62;1,03;subindo;2;0;2;16,01;22,9;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB35367613;https://produto.mercadolivre.com.br/MLB-5829010982
572;48;NAO AGORA;112359;JOGO PANELAS ACO INOX 3 PCS ALLEGRA 65660/220 - TRAMONTINA;TRAMONTINA;UTILIDADES DOMÉSTICAS;228,25;351,32;22,29;6,3;73385;1223,08;caindo;39;18;3;351,32;10,7;apertado;CONFIRMADA;margem abaixo de 12% · tem loja oficial vendendo · 39 concorrentes;https://www.mercadolivre.com.br/p/MLB32466350;https://produto.mercadolivre.com.br/MLB-4053374163
573;48;NAO AGORA;160804;CHALEIRA 2,5L ESMALTADA CHARM GRAFITE SEM APITO - A5;A5;UTILIDADES DOMÉSTICAS;69,23;129,00;14,03;10,9;664;11,07;estavel;10;0;3;129,00;11,6;apertado;CONFIRMADA;margem abaixo de 12%;https://www.mercadolivre.com.br/p/MLB61693527;https://produto.mercadolivre.com.br/MLB-4288579907
574;48;NAO AGORA;160806;BULE 1,2L ESMALTADO JADE - A5;A5;UTILIDADES DOMÉSTICAS;61,77;118,68;12,16;10,2;417;6,95;subindo;4;0;3;118,68;11,2;apertado;CONFIRMADA;margem abaixo de 12%;https://www.mercadolivre.com.br/p/MLB61198079;https://produto.mercadolivre.com.br/MLB-7169368594
575;47;NAO AGORA;80199;REGUA PARALELA 100CM - TRIDENT;TRIDENT;MATERIAIS;87,00;305,87;138,69;45,3;9;0,15;trafego fraco;7;0;3;305,87;45,3;competir;CONFIRMADA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB24819807;https://produto.mercadolivre.com.br/MLB-3799281265
576;47;ANUNCIAR JA;152162;MOCHILA 34L BIG STUDENT POSH PINK - JANSPORT;JANSPORT;MATERIAIS;230,58;419,00;93,14;22,2;95;1,58;subindo;4;0;3;459,00;28,5;competir;CONFIRMADA;concorrente baixou 9%;https://www.mercadolivre.com.br/p/MLB46032718;https://produto.mercadolivre.com.br/MLB-5343828142
577;47;SEGUNDA RODADA;158497;ESTOJO GITROY GALAXY TURQ ID04 - KIPLING;KIPLING;MATERIAIS;202,35;359,00;65,77;18,3;420;7,00;subindo;8;5;3;359,00;19,6;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB63496597;https://produto.mercadolivre.com.br/MLB-4449234569
578;47;SO COM CUIDADO;138746;MOCHILA C/ RODAS GATO GALATICO - CLIO;CLIO;MATERIAIS;38,54;171,00;62,27;36,4;29;0,48;estavel;12;0;3;171,00;39,6;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB21650473;https://produto.mercadolivre.com.br/MLB-5429068628
579;47;SEGUNDA RODADA;147982;LITTLE DINO PINTURA VELOCIRAPTOR 801 - BAMBOLA;BAMBOLA;BRINQUEDOS;18,66;60,00;27,49;45,8;32;0,53;estavel;4;1;3;60,00;46,6;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB42171554;https://produto.mercadolivre.com.br/MLB-4234537243
580;47;SEGUNDA RODADA;154069;PRATO FUNDO 23cm PORCELANA VIBRARE - TRAMONTINA;TRAMONTINA;UTILIDADES DOMÉSTICAS;10,18;42,35;20,27;47,9;39;0,65;subindo;6;2;3;42,35;49,1;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB62259814;https://produto.mercadolivre.com.br/MLB-7077003870
581;47;SO COM CUIDADO;130211;CADEIRA CAMARIM FASHION - SAMBA TOYS;SAMBA TOYS;BRINQUEDOS;13,75;42,00;15,94;38,0;23;0,38;subindo;11;0;3;42,00;40,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB38846296;https://produto.mercadolivre.com.br/MLB-4092687017
582;47;SO COM CUIDADO;151989;CADERNO QUADRICULADO UNIV|BROCH|CD|40FLS|20X20 NEURO - TILIBRA;TILIBRA;MATERIAIS;9,21;32,90;13,19;40,1;27;0,45;subindo;3;1;3;32,90;40,7;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB44136902;https://produto.mercadolivre.com.br/MLB-4639437705
583;47;SO COM CUIDADO;76732;TINTA ACRIPUFF 35ML LARANJA 517 - ACRILEX;ACRILEX;MATERIAIS;4,31;25,90;12,11;46,8;27;0,45;subindo;3;1;3;25,90;46,8;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB38494159;https://produto.mercadolivre.com.br/MLB-6982679596
584;47;ANUNCIAR JA;116537;TINTA ACRILICA TECIDO 250ml FOSCA VERDE BANDEIRA 511 - ACRILEX;ACRILEX;MATERIAIS;16,70;36,80;8,98;24,4;85;1,42;caindo;5;0;3;36,80;25,5;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB62254131;https://produto.mercadolivre.com.br/MLB-4689027607
585;47;SO COM CUIDADO;137413;CALCULADORA 8 DIGITOS DE BOLSO ROSA - BAZZE;BAZZE;MATERIAIS;10,95;29,99;8,95;29,8;28;0,47;subindo;5;0;3;29,99;30,3;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB22770547;https://produto.mercadolivre.com.br/MLB-5310045508
586;47;SEGUNDA RODADA;144055;CANETA POSCA PC-3M VERMELHO VINHO 60 - UNI;UNIBALL;MATERIAIS;15,44;34,80;7,94;22,8;279;4,65;caindo;10;1;3;34,80;25,5;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB28022815;https://produto.mercadolivre.com.br/MLB-6651957678
587;47;SEGUNDA RODADA;19258;DOMINO 28PÇS FIGURAS E PALAVRAS - XALINGO;XALINGO;BRINQUEDOS;10,96;29,55;8,65;29,3;31;0,52;estavel;5;0;3;29,55;29,4;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB22659010;https://produto.mercadolivre.com.br/MLB-6868549194
588;47;SEGUNDA RODADA;152510;LAPISEIRA 0.7mm SHARP P205-JN LEGITIMA CINZA - PENTEL;PENTEL;MATERIAIS;13,99;32,72;8,05;24,6;178;2,97;subindo;5;2;3;32,72;25,9;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB40646035;https://produto.mercadolivre.com.br/MLB-6443920334
589;47;SEGUNDA RODADA;144796;ESSENCIA HIDROSSOLUVEL 30ml MUNDO NOVA YORK - VIA AROMA;VIA AROMA;CAMA MESA E BANHO;9,52;25,90;6,69;25,8;158;2,63;subindo;5;1;3;26,50;28,0;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB28125872;https://produto.mercadolivre.com.br/MLB-6714231540
590;47;SEGUNDA RODADA;160566;MORINGA 500/145ml SORTIDA CRISTAL - LYOR;LYOR;UTILIDADES DOMÉSTICAS;10,21;24,73;3,89;15,7;575;9,58;subindo;11;1;3;24,73;20,9;competir;CONFIRMADA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB49292773;https://produto.mercadolivre.com.br/MLB-4161705613
591;47;SEGUNDA RODADA;127644;CANETA PIGMENT 0.3mm PRETO - ARTOOLS;ARTOOLS;MATERIAIS;6,23;20,07;4,93;24,6;50;0,83;caindo;3;0;3;20,07;25,1;competir;CONFIRMADA;;https://www.mercadolivre.com.br/p/MLB28052356;https://produto.mercadolivre.com.br/MLB-6717064342
592;47;SEGUNDA RODADA;154798;ESPUMADEIRA SILICONE SOFTTA CINZA - TRAMONTINA;TRAMONTINA;UTILIDADES DOMÉSTICAS;10,74;24,99;4,13;16,5;566;9,43;estavel;18;10;3;24,99;19,5;competir;CONFIRMADA;tem loja oficial vendendo · 18 concorrentes;https://www.mercadolivre.com.br/p/MLB51906214;https://produto.mercadolivre.com.br/MLB-4502140863
593;47;SEGUNDA RODADA;153051;ESTOJO GITROY BLUE MONKEY FUN KH06 - KIPLING;KIPLING;MATERIAIS;192,21;359,00;78,20;21,8;186;3,10;subindo;2;2;2;359,00;22,4;conferir;DUVIDOSA;tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB42994604;https://produto.mercadolivre.com.br/MLB-3906392075
594;47;NAO AGORA;121562;CADERNO 1/4|BROCH|CD|80FLS PONTILHADO FITTO SOHO - TILIBRA;TILIBRA;MATERIAIS;14,00;74,90;45,79;61,1;8;0,13;trafego fraco;1;1;1;74,90;61,1;conferir;DUVIDOSA;quase ninguem procura · tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB24298009;https://produto.mercadolivre.com.br/MLB-5674752164
595;47;NAO AGORA;116287;LAPIS DE COR AQUARELAVEL 60 CORES  - FABER;FABER-CASTELL;MATERIAIS;64,03;150,00;38,72;25,8;4;0,07;trafego fraco;1;0;1;150,00;25,8;conferir;DUVIDOSA;quase ninguem procura;https://www.mercadolivre.com.br/p/MLB26972374;https://produto.mercadolivre.com.br/MLB-4655307823
596;47;NAO AGORA;141739;PANELA 1,9L TOPAZIO COM TAMPA CINZA - BRINOX;BRINOX;UTILIDADES DOMÉSTICAS;28,61;73,52;29,96;40,7;8;0,13;trafego fraco;1;1;1;73,52;40,7;conferir;DUVIDOSA;quase ninguem procura · tem loja oficial vendendo;https://www.mercadolivre.com.br/p/MLB54151517;https://produto.mercadolivre.com.br/MLB-4835174087
597;47;SEGUNDA RODADA;137011;CADERNO 1/8|ARG|CD|50FLS ALL RED - CADERNO INTELIGENTE;CADERNO INTELIGENTE;MATERIAIS;25,55;52,06;13,83;26,6;30;0,50;caindo;3;0;3;52,06;26,9;conferir;DUVIDOSA;;https://www.mercadolivre.com.br/p/MLB22698674;https://produto.mercadolivre.com.br/MLB-3939933885
